Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Converted
3,103.8411,0,0.0,9,305.2079,0.045019,0.082918,0.0,0.0,Oct,2,1,3,19,Returning_Visitor,True,0
1,15.4878,3,23.2449,25,432.5158,0.01771,0.03141,0.0,0.0,June,6,2,1,3,Returning_Visitor,False,0
1,23.3425,0,0.0,17,656.4117,0.029072,0.052118,0.0,0.0,Oct,1,1,1,2,Returning_Visitor,False,0
2,39.5968,1,37.9313,18,335.3442,0.029278,0.052873,0.0,0.0,Oct,1,2,5,15,New_Visitor,False,0
1,13.7583,0,0.0,29,2118.4212,0.044085,0.06435,0.0,0.0,Mar,2,3,3,13,Returning_Visitor,False,0
0,0.0,0,0.0,7,305.4092,0.046455,0.079795,0.0,0.0,May,2,1,8,10,New_Visitor,False,0
2,13.0853,0,0.0,16,1148.517,0.0,0.049568,0.0,0.4,Feb,1,3,1,4,Returning_Visitor,False,0
3,51.9766,2,147.3939,58,2522.1433,0.00324,0.017235,0.0,0.0,May,3,2,1,3,Returning_Visitor,False,0
1,28.9253,2,34.6771,36,864.0744,0.016421,0.048897,24.865766,0.0,Nov,2,8,3,13,Returning_Visitor,True,1
0,0.0,1,29.7001,20,831.2575,0.004273,0.032477,27.433066,0.0,Aug,1,9,1,19,Returning_Visitor,False,1
1,66.6879,2,41.0735,27,894.5307,0.015307,0.040714,75.792622,0.0,May,2,1,5,19,Returning_Visitor,True,1
4,68.5278,1,37.0762,63,452.447,0.009956,0.006448,19.133153,0.0,Nov,1,1,1,5,Returning_Visitor,False,1
0,0.0,1,4.723,20,813.0974,0.010102,0.047964,0.0,0.0,Mar,1,1,3,12,New_Visitor,False,0
1,34.1174,0,0.0,21,612.9477,0.0,0.034438,51.011629,0.0,Mar,8,1,1,11,Returning_Visitor,False,1
6,138.7735,1,52.4294,28,288.6559,0.0,0.021017,1.472904,0.0,Nov,2,1,2,20,New_Visitor,False,0
2,142.3406,0,0.0,14,157.2295,0.00939,0.037627,0.0,0.0,Nov,1,2,3,17,Returning_Visitor,False,0
3,54.5902,0,0.0,25,928.5198,0.012758,0.026759,2.362702,0.0,Sep,1,5,3,3,Returning_Visitor,False,0
3,20.7059,0,0.0,34,967.7335,0.017525,0.031358,7.340655,0.0,May,2,2,9,14,Returning_Visitor,False,0
0,0.0,0,0.0,10,470.3209,0.023685,0.050858,0.0,0.0,Dec,2,2,4,17,Returning_Visitor,False,0
1,7.1271,1,17.5784,20,610.4066,0.00806,0.020197,0.0,0.0,Nov,1,1,3,5,Returning_Visitor,False,0
2,32.8362,1,38.3036,21,625.2887,0.025698,0.061406,2.068471,0.0,Sep,1,1,4,7,Returning_Visitor,False,0
0,0.0,0,0.0,11,121.5823,0.036847,0.057113,0.0,0.0,May,3,1,5,20,Returning_Visitor,True,0
0,0.0,0,0.0,5,137.4254,0.026726,0.081532,0.0,1.0,June,1,1,8,8,Returning_Visitor,False,0
0,0.0,0,0.0,25,244.2639,0.02596,0.049996,4.814516,0.0,Nov,1,3,1,2,Returning_Visitor,True,0
3,57.2955,0,0.0,29,1118.6543,0.017591,0.053707,0.0,0.0,Nov,8,8,4,20,Returning_Visitor,False,0
1,36.6256,2,37.0526,15,447.0609,0.029617,0.03334,0.0,0.0,Jul,3,4,1,17,New_Visitor,False,0
1,24.586,0,0.0,32,406.0278,0.001003,0.044022,10.747698,0.0,June,1,8,1,2,Returning_Visitor,False,0
1,4.2985,1,21.2598,15,266.4725,0.024517,0.021668,111.006933,0.0,Oct,1,1,4,10,Returning_Visitor,False,1
1,14.4414,0,0.0,21,698.7892,0.007901,0.072878,11.478809,0.0,June,2,1,3,16,Returning_Visitor,False,0
2,64.4386,0,0.0,16,544.2899,0.042849,0.075702,0.0,0.0,May,2,1,5,2,Returning_Visitor,False,0
0,0.0,0,0.0,6,161.9503,0.043766,0.090087,0.0,0.0,Mar,1,1,2,9,Returning_Visitor,False,0
2,18.6069,0,0.0,10,85.0198,0.02169,0.085545,0.0,0.0,Mar,3,1,1,5,New_Visitor,False,0
0,0.0,1,37.1757,24,1043.8457,0.014744,0.030822,0.0,0.0,Nov,1,2,4,3,Returning_Visitor,False,0
1,28.2666,0,0.0,10,126.6533,0.032854,0.070906,0.0,0.4,Feb,1,2,3,2,Returning_Visitor,False,0
2,74.0969,1,36.7055,14,1166.2627,0.051622,0.10694,0.0,0.0,Mar,2,7,1,12,Returning_Visitor,False,0
4,72.7425,1,55.7144,6,271.9613,0.022502,0.063068,0.0,0.0,Nov,3,1,2,5,Returning_Visitor,False,0
3,66.8109,2,95.0709,6,165.6494,0.045158,0.094595,0.0,0.0,Oct,3,2,3,15,Returning_Visitor,False,0
2,29.4481,1,7.6029,5,158.2583,0.028739,0.093048,0.0,0.0,Feb,1,2,1,18,Returning_Visitor,False,0
2,17.4924,1,30.3269,18,314.7375,0.015961,0.051668,47.744381,0.0,May,1,3,5,11,Returning_Visitor,True,1
2,35.9691,1,14.2203,42,1096.8251,0.0,0.019648,19.461292,0.0,Nov,1,2,3,6,Returning_Visitor,True,1
1,51.7409,1,9.23,15,278.9197,0.055922,0.063094,0.0,0.0,May,1,1,1,5,Returning_Visitor,False,0
3,24.7607,1,19.369,33,2811.4006,0.0,0.033193,17.263793,0.0,May,2,1,3,13,Returning_Visitor,False,1
0,0.0,0,0.0,3,74.2098,0.059875,0.096221,46.259223,0.0,May,2,1,1,15,Returning_Visitor,False,0
2,41.2367,0,0.0,11,480.2731,0.024073,0.070269,2.773195,0.0,Mar,4,1,7,4,Returning_Visitor,False,0
4,71.6245,1,38.9187,17,618.282,0.032414,0.04061,11.347013,0.0,Oct,7,1,2,7,New_Visitor,False,0
0,0.0,1,26.9584,17,375.1375,0.034652,0.072749,7.300188,0.0,Mar,2,2,1,5,Returning_Visitor,False,0
1,38.683,0,0.0,10,315.7765,0.011442,0.065619,0.0,0.0,May,4,7,4,16,Returning_Visitor,False,0
1,32.0142,0,0.0,11,729.0323,0.000576,0.065856,0.0,0.0,Mar,1,1,1,8,Returning_Visitor,False,0
3,56.413,0,0.0,29,636.0377,0.021714,0.037074,5.429719,0.0,Mar,4,1,8,13,Returning_Visitor,False,0
1,53.3661,0,0.0,11,1043.599,0.026819,0.059665,0.0,0.0,Mar,1,1,1,19,Returning_Visitor,False,0
2,11.2401,0,0.0,11,305.6446,0.031689,0.088717,0.0,0.0,Nov,2,1,1,6,Returning_Visitor,False,0
4,27.1678,0,0.0,10,92.6993,0.04435,0.05397,0.0,0.0,Mar,1,1,9,5,Returning_Visitor,False,0
2,67.181,0,0.0,29,725.1402,0.00766,0.041993,19.604441,0.0,May,2,3,8,8,Returning_Visitor,True,0
4,113.9589,0,0.0,13,718.1225,0.04821,0.072098,0.0,0.0,Mar,3,1,1,14,Returning_Visitor,False,0
1,15.1637,0,0.0,11,188.8402,0.005121,0.065022,0.0,0.0,Oct,1,1,2,8,Returning_Visitor,False,0
3,77.7141,2,28.3688,19,261.5677,0.030001,0.041913,87.045867,0.0,May,4,7,8,8,Returning_Visitor,False,1
1,7.2305,0,0.0,18,1075.2064,0.025665,0.062585,0.0,0.0,Dec,6,2,1,18,Returning_Visitor,False,0
1,24.1523,1,7.5704,8,396.1222,0.026793,0.105664,0.0,0.0,Sep,2,1,6,3,Returning_Visitor,False,0
3,24.1478,0,0.0,12,255.1044,0.010737,0.060125,0.0,0.0,June,1,1,3,12,New_Visitor,False,0
2,34.645,0,0.0,21,170.9169,0.01831,0.0524,0.0,0.0,Sep,3,12,6,12,Returning_Visitor,False,0
4,82.5469,0,0.0,35,948.0924,0.0,0.026961,25.651044,0.0,Mar,1,10,4,9,Returning_Visitor,True,1
1,18.061,0,0.0,13,549.4878,0.034963,0.049448,6.263086,0.0,Dec,1,2,6,8,Returning_Visitor,False,0
2,17.4472,1,69.9867,20,231.413,0.015232,0.035803,46.278426,0.4,Dec,1,1,2,14,Returning_Visitor,False,0
1,9.7443,1,19.4015,25,1312.614,0.030907,0.057007,42.288301,0.4,May,2,2,9,18,Returning_Visitor,True,0
2,67.7551,0,0.0,12,137.8237,0.024404,0.061312,0.0,0.0,Aug,1,1,2,2,Returning_Visitor,True,0
2,19.6731,1,12.0262,11,285.2287,0.01623,0.072778,0.0,0.0,Mar,1,1,1,19,Returning_Visitor,False,0
2,39.8739,1,25.8762,12,134.2494,0.020027,0.085951,0.0,0.0,June,1,1,5,1,Returning_Visitor,False,0
1,126.8592,2,24.7927,27,1112.5287,0.006753,0.037221,16.462238,0.0,Nov,3,1,1,12,Returning_Visitor,False,0
2,56.9101,1,64.2593,17,526.1974,0.022937,0.059706,24.401956,0.0,Dec,4,1,1,8,Returning_Visitor,False,0
4,65.6287,0,0.0,27,595.6749,0.021561,0.073398,0.0,0.0,May,4,2,4,6,Returning_Visitor,True,0
0,0.0,0,0.0,13,836.6648,0.060445,0.078447,0.0,1.0,Oct,1,2,5,17,Returning_Visitor,False,0
4,50.2472,1,6.2082,3,132.8635,0.025408,0.077052,0.0,0.0,Oct,4,10,4,11,Returning_Visitor,True,0
1,11.5231,0,0.0,5,121.8372,0.048971,0.073598,0.0,0.0,May,2,11,1,5,New_Visitor,True,0
0,0.0,0,0.0,8,396.7465,0.04585,0.071189,33.454783,0.0,Aug,1,4,1,18,Returning_Visitor,False,1
0,0.0,0,0.0,10,120.6263,0.031957,0.052583,0.0,0.0,Sep,1,1,2,7,Returning_Visitor,False,0
2,46.9045,0,0.0,23,707.6585,0.035692,0.051934,0.0,0.0,Nov,1,1,4,14,New_Visitor,False,0
3,77.5539,1,22.7208,29,1524.9845,0.011802,0.025674,13.014098,0.0,Dec,2,1,1,3,New_Visitor,False,0
2,26.482,0,0.0,13,624.8363,0.015391,0.065527,18.623378,0.0,Mar,4,2,6,2,Returning_Visitor,False,0
0,0.0,1,11.6958,10,616.2179,0.058731,0.103503,0.0,0.0,Mar,2,1,8,12,Returning_Visitor,True,0
1,20.4623,1,27.5012,15,411.9121,0.021305,0.032315,0.0,0.0,Mar,1,2,7,2,Returning_Visitor,False,0
2,45.7733,1,34.4482,14,290.7401,0.030835,0.063513,48.740424,0.0,Mar,3,1,2,19,Returning_Visitor,False,1
2,35.5127,0,0.0,47,3261.5877,0.0,0.004216,27.352393,0.0,May,4,2,3,4,Returning_Visitor,True,1
4,119.375,0,0.0,27,456.7173,0.009371,0.045552,0.0,0.0,Nov,2,2,3,11,Returning_Visitor,False,0
1,16.7114,0,0.0,24,367.5969,0.0,0.021752,0.0,0.0,May,2,1,3,12,Returning_Visitor,True,0
3,68.3908,0,0.0,9,91.8011,0.008375,0.051697,0.0,0.2,Sep,3,12,6,18,New_Visitor,True,0
0,0.0,0,0.0,22,312.9064,0.003449,0.055015,42.031836,0.2,May,1,1,6,4,Returning_Visitor,False,0
2,80.4446,1,15.8692,9,138.2113,0.023811,0.094293,27.091273,0.0,May,2,1,2,19,Returning_Visitor,False,1
6,129.894,0,0.0,13,83.3141,0.019031,0.042979,3.978081,0.0,Nov,6,2,1,6,Returning_Visitor,False,0
1,29.4316,0,0.0,8,624.2374,0.04129,0.079756,0.0,0.0,Sep,4,1,3,20,Returning_Visitor,False,0
0,0.0,0,0.0,10,142.9014,0.015662,0.029257,0.0,0.0,May,1,4,1,11,Returning_Visitor,False,0
3,60.6346,0,0.0,28,1131.9057,0.022572,0.037597,10.433865,0.0,Nov,5,2,4,6,Returning_Visitor,False,0
1,20.395,1,17.6119,15,232.6973,0.01626,0.040739,38.064459,0.0,May,1,1,4,12,Returning_Visitor,False,1
3,51.7191,1,33.9151,22,577.6739,0.016808,0.064106,5.253944,0.0,Mar,2,2,4,16,Returning_Visitor,False,0
0,0.0,0,0.0,12,242.318,0.031946,0.058666,0.0,0.0,May,2,5,1,17,Returning_Visitor,False,0
2,28.9,1,53.7851,55,1008.6884,0.0,0.01683,0.0,0.0,Sep,1,1,5,6,Returning_Visitor,False,0
1,18.4019,1,9.8492,18,921.1836,0.016732,0.040973,0.0,0.0,May,1,1,1,9,Returning_Visitor,False,0
5,71.2154,0,0.0,19,942.4391,0.01398,0.053364,0.0,0.0,Nov,2,5,2,11,Returning_Visitor,False,0
1,50.208,1,38.9484,30,670.0878,0.0,0.040416,10.338914,0.0,June,1,5,4,16,Returning_Visitor,True,0
1,12.1237,2,29.2335,8,413.5496,0.045206,0.077389,0.0,0.0,May,2,4,2,14,Returning_Visitor,False,0
1,42.3557,0,0.0,13,615.8567,0.016004,0.071663,3.573882,0.0,Nov,3,1,7,2,New_Visitor,False,0
2,120.0961,0,0.0,48,663.3232,0.000489,0.022744,95.44703,0.0,May,2,3,2,2,New_Visitor,False,1
2,18.6497,1,5.7259,28,1070.4265,0.036562,0.063705,0.0,0.0,May,4,1,6,11,Returning_Visitor,False,0
1,63.5165,1,26.8322,29,887.7166,0.007915,0.013233,0.0,0.6,Mar,6,2,8,17,Returning_Visitor,False,0
2,88.59,0,0.0,9,305.8802,0.032883,0.069838,0.0,0.0,May,6,1,2,9,Returning_Visitor,True,0
2,46.1539,0,0.0,13,366.5183,0.027684,0.054149,0.0,0.2,May,1,1,1,6,Returning_Visitor,False,0
3,131.3699,0,0.0,12,352.6326,0.039536,0.077166,0.0,0.0,Mar,1,6,1,19,Returning_Visitor,False,0
4,35.9666,1,12.3748,45,1129.5023,0.0,0.045386,91.342322,0.0,Jul,3,1,5,6,Returning_Visitor,True,1
3,64.2594,0,0.0,10,83.5234,0.01787,0.073519,0.0,0.6,Mar,5,1,1,15,Returning_Visitor,False,0
2,92.6197,2,135.8074,9,399.1437,0.035184,0.08923,0.0,0.0,May,3,2,7,3,Returning_Visitor,False,0
4,56.1746,0,0.0,28,949.8503,0.000732,0.019063,42.847597,0.0,Jul,3,3,3,14,Returning_Visitor,False,0
0,0.0,0,0.0,11,310.67,0.030449,0.061832,0.0,0.0,May,4,1,5,10,Returning_Visitor,True,0
1,31.7215,0,0.0,24,549.7419,0.025288,0.049226,12.201899,0.0,Aug,2,3,5,19,Returning_Visitor,False,0
0,0.0,0,0.0,18,561.5183,0.015768,0.050909,20.947964,0.0,Oct,2,10,5,12,Returning_Visitor,False,0
2,9.519,0,0.0,28,527.9397,0.031574,0.040639,0.0,0.6,May,1,2,1,5,New_Visitor,True,0
0,0.0,1,30.5462,8,380.2891,0.041153,0.082942,0.0,0.0,Mar,3,1,5,11,Returning_Visitor,False,0
3,79.3107,0,0.0,17,651.6091,0.023983,0.024454,19.843743,0.0,May,1,2,4,16,Returning_Visitor,False,1
3,18.8706,0,0.0,7,282.8434,0.029853,0.047307,0.0,0.0,Mar,1,1,3,9,Returning_Visitor,True,0
3,67.3898,2,35.0796,13,1166.1291,0.042536,0.058925,0.0,0.0,June,1,1,6,18,Returning_Visitor,False,0
1,19.4376,0,0.0,26,521.4919,0.028159,0.054804,23.41467,0.0,Oct,2,1,3,17,Returning_Visitor,False,0
0,0.0,0,0.0,3,72.3928,0.035871,0.098233,0.0,0.0,Aug,2,1,3,20,New_Visitor,False,0
0,0.0,1,16.1563,7,636.7521,0.012385,0.061557,0.0,0.0,May,4,1,3,11,Returning_Visitor,False,0
1,32.1994,0,0.0,16,463.654,0.040414,0.075546,0.0,0.0,Dec,5,1,5,9,New_Visitor,True,0
2,27.8794,1,8.5083,17,500.202,0.017295,0.022497,15.207635,0.0,Mar,1,1,8,7,Returning_Visitor,False,0
2,29.0576,0,0.0,3,207.7013,0.021771,0.066248,6.764574,0.0,Nov,1,4,3,14,Returning_Visitor,False,0
1,45.2557,1,20.0404,31,3348.381,0.019721,0.038801,13.953138,0.0,Nov,1,1,2,11,Returning_Visitor,True,0
3,8.8057,0,0.0,17,289.1377,0.026085,0.067985,0.0,0.0,May,1,6,3,4,Returning_Visitor,False,0
1,46.4772,0,0.0,11,414.4028,0.010497,0.061951,12.161156,0.6,Mar,3,1,8,19,New_Visitor,False,1
3,63.4099,0,0.0,18,679.3282,0.008609,0.040749,0.0,0.0,Mar,2,2,1,12,Returning_Visitor,False,0
2,39.2926,1,50.3373,4,53.8119,0.048382,0.080448,0.0,0.0,Nov,1,6,7,9,Returning_Visitor,True,0
1,15.9708,1,36.6444,13,512.7387,0.045009,0.075346,9.000081,0.0,May,2,1,6,9,Returning_Visitor,False,0
4,53.6238,3,29.0436,55,2951.7928,0.0,0.003871,25.141874,0.0,Nov,4,2,2,7,Returning_Visitor,False,1
2,35.2442,2,71.7172,16,717.7731,0.039927,0.10045,0.0,0.0,May,1,3,7,3,Returning_Visitor,False,0
0,0.0,0,0.0,5,154.5756,0.02497,0.038185,19.760824,0.0,May,5,2,5,2,Returning_Visitor,False,0
2,24.4435,0,0.0,14,479.6839,0.012029,0.043277,0.0,0.0,Aug,1,1,8,19,Returning_Visitor,False,0
2,12.5486,1,18.0442,22,961.5905,0.029136,0.042493,1.875282,0.2,May,1,2,3,15,Returning_Visitor,False,0
0,0.0,1,4.2565,8,295.4664,0.016797,0.086555,0.0,0.0,May,1,1,4,19,Returning_Visitor,True,0
1,32.4871,1,19.18,20,1196.9217,0.032634,0.038077,28.19002,0.0,Dec,1,1,2,15,Returning_Visitor,False,0
4,54.5776,0,0.0,37,1648.2716,0.0,0.015301,122.105266,0.0,May,1,1,2,20,Returning_Visitor,False,1
2,31.4899,0,0.0,28,653.0546,0.00786,0.015446,30.673707,0.0,Nov,1,3,1,19,Returning_Visitor,False,0
1,53.2048,1,26.3168,14,618.9688,0.036496,0.068077,0.0,0.0,Dec,1,3,3,4,Returning_Visitor,True,0
1,44.4496,0,0.0,29,552.7358,0.0,0.040248,46.433818,0.0,Mar,2,1,1,11,New_Visitor,False,1
0,0.0,0,0.0,12,137.0478,0.039928,0.065682,0.0,0.0,June,1,2,7,1,Returning_Visitor,False,0
2,17.5617,1,51.2572,27,1147.0469,0.018626,0.068976,0.0,0.0,Mar,1,3,2,1,Returning_Visitor,False,0
4,29.6133,0,0.0,10,176.8608,0.022851,0.067382,0.0,0.0,Aug,2,1,4,15,Returning_Visitor,True,0
3,159.9575,1,21.7304,28,675.9544,0.010072,0.02856,0.0,0.0,Dec,2,7,9,10,Returning_Visitor,False,0
0,0.0,1,16.6227,14,477.9249,0.018922,0.058599,5.047283,0.0,Nov,3,1,2,6,Returning_Visitor,True,0
3,113.622,0,0.0,19,520.4332,0.018165,0.023339,18.539303,0.0,Nov,2,1,1,10,Returning_Visitor,True,0
3,35.8196,1,16.3485,7,200.7404,0.030843,0.089893,0.0,0.0,May,5,1,2,13,Returning_Visitor,False,0
2,36.6119,0,0.0,35,365.7468,0.0,0.006745,11.471997,0.0,June,1,7,9,17,Returning_Visitor,False,0
2,28.4701,1,26.0151,19,450.4033,0.020228,0.029146,4.569744,0.0,May,4,2,8,11,New_Visitor,False,0
3,46.3899,0,0.0,11,204.6979,0.035469,0.075093,0.0,0.0,Nov,2,1,4,10,Returning_Visitor,True,0
1,37.966,1,8.9836,27,2351.2887,0.0,0.015883,3.293206,0.0,Mar,5,1,4,12,Returning_Visitor,False,0
0,0.0,2,45.7998,9,724.2732,0.028712,0.085651,0.0,0.0,Mar,1,1,3,3,Returning_Visitor,False,0
1,41.7638,1,19.3085,13,323.2596,0.0434,0.093498,0.0,0.0,Feb,6,5,3,10,Returning_Visitor,True,0
2,37.9938,0,0.0,19,596.2724,0.018507,0.036629,0.0,0.0,Mar,4,1,3,7,Returning_Visitor,False,0
3,41.5842,0,0.0,25,361.5751,0.003752,0.048143,50.047416,0.0,Mar,1,1,2,1,Returning_Visitor,True,1
2,20.1361,1,26.421,21,294.2014,0.0,0.059826,32.213265,0.0,Mar,2,1,6,14,New_Visitor,True,0
0,0.0,1,22.6352,19,244.3883,0.003796,0.048844,5.348378,0.0,Nov,1,2,7,6,Returning_Visitor,False,0
4,65.4695,0,0.0,8,90.6534,0.016668,0.051808,0.0,0.0,Nov,1,1,6,14,Returning_Visitor,True,0
3,32.7055,0,0.0,27,981.6569,0.01313,0.033393,0.0,0.0,May,1,12,1,19,Returning_Visitor,False,0
0,0.0,1,5.442,19,447.5742,0.027551,0.053451,3.706673,0.0,Nov,2,6,1,1,Returning_Visitor,False,0
1,13.9961,0,0.0,26,1949.1729,0.0,0.040589,10.053964,0.2,May,2,2,9,9,New_Visitor,True,0
4,240.1328,0,0.0,35,1097.517,0.003127,0.027568,15.722878,0.0,Nov,1,2,1,6,Returning_Visitor,False,0
4,76.5059,0,0.0,12,397.65,0.023092,0.078431,0.0,0.0,May,1,1,2,7,Returning_Visitor,False,0
0,0.0,0,0.0,12,391.1706,0.039576,0.07685,14.107615,0.0,Jul,1,1,1,20,Returning_Visitor,False,0
0,0.0,0,0.0,22,2547.5541,0.027732,0.043476,34.293485,0.0,May,1,1,1,1,New_Visitor,True,0
2,40.4286,0,0.0,27,649.2615,0.009213,0.033923,4.78847,0.0,Mar,2,2,2,12,Returning_Visitor,False,0
0,0.0,0,0.0,6,235.8635,0.038155,0.103059,0.0,0.0,Jul,1,1,1,8,New_Visitor,False,0
0,0.0,2,26.7785,20,572.4385,0.014228,0.067416,0.0,0.0,Nov,4,2,3,2,Returning_Visitor,True,0
2,63.4692,2,61.9661,11,240.0697,0.043839,0.080734,4.068645,0.0,Nov,3,2,2,5,Returning_Visitor,True,0
1,17.9427,1,12.5165,15,323.7248,0.012233,0.05282,1.025733,0.0,May,8,9,2,4,Returning_Visitor,False,0
1,17.735,3,93.1136,32,1071.7494,0.003689,0.016019,0.0,0.0,June,1,3,5,11,Returning_Visitor,True,0
1,12.804,0,0.0,15,762.173,0.051912,0.090998,0.0,0.0,Nov,1,2,2,5,Returning_Visitor,True,0
4,31.2689,1,39.7309,44,1380.3288,0.0,0.02848,9.882321,0.0,Mar,1,1,1,14,Returning_Visitor,False,1
5,68.8031,1,63.6857,40,650.0652,0.004184,0.024471,30.820001,1.0,Mar,1,9,4,4,Returning_Visitor,False,1
0,0.0,0,0.0,11,202.2464,0.022184,0.069647,0.0,0.0,May,6,1,4,2,Returning_Visitor,False,0
2,16.4976,0,0.0,8,359.7723,0.015255,0.058036,0.0,0.0,May,2,1,3,15,Returning_Visitor,False,0
1,60.3254,1,19.6249,11,80.8597,0.003828,0.056531,13.453917,0.8,May,6,2,1,15,Returning_Visitor,True,0
3,114.0614,1,6.0684,14,188.3553,0.012942,0.048379,5.073962,0.0,Mar,5,11,8,5,Returning_Visitor,False,0
1,24.8477,0,0.0,19,509.1142,0.0,0.04181,11.228643,0.0,Jul,1,1,2,1,Returning_Visitor,False,0
2,42.3501,0,0.0,20,441.1641,0.0,0.046903,0.0,0.0,Sep,2,11,2,9,Returning_Visitor,False,0
2,146.3547,1,18.5941,9,543.7742,0.0,0.035596,0.0,0.0,Nov,1,1,1,14,New_Visitor,True,0
0,0.0,0,0.0,8,108.601,0.041563,0.091768,0.0,0.2,Sep,3,2,4,2,Returning_Visitor,True,0
1,24.9603,0,0.0,11,489.0911,0.010345,0.05678,0.0,0.0,May,2,2,3,4,Returning_Visitor,False,0
2,93.4849,0,0.0,75,7096.6172,0.0,0.016823,65.615818,0.0,Dec,1,2,7,12,Other,False,1
2,27.1762,0,0.0,8,117.5341,0.018609,0.04649,8.328658,0.8,Oct,5,7,4,7,New_Visitor,True,1
3,36.1872,0,0.0,24,974.3291,0.0,0.064214,50.425595,0.0,June,4,1,1,18,Returning_Visitor,False,1
2,47.2446,0,0.0,22,380.6473,0.029091,0.018413,3.67645,0.4,Mar,6,2,5,3,Returning_Visitor,True,0
3,70.6668,0,0.0,49,1257.7547,0.0,0.074842,5.608688,0.0,Sep,1,2,1,15,Returning_Visitor,False,0
2,29.3371,1,37.0944,11,438.0326,0.025983,0.0604,0.0,0.0,Jul,3,3,7,12,Other,False,0
1,19.5143,0,0.0,38,1212.72,0.014449,0.010989,52.937316,0.0,Sep,2,5,1,6,Returning_Visitor,False,1
3,105.8916,1,16.9639,36,502.4989,0.0,0.013392,36.874608,0.0,Nov,1,1,2,16,Returning_Visitor,False,1
1,48.0827,0,0.0,16,663.7959,0.002731,0.04556,0.0,0.0,Nov,1,1,9,5,Returning_Visitor,False,0
3,29.5008,1,45.9144,17,634.813,0.030613,0.01648,0.0,0.0,Dec,1,3,5,12,New_Visitor,False,0
0,0.0,0,0.0,10,296.4673,0.045262,0.099236,1.512081,0.0,Aug,1,1,2,10,Returning_Visitor,False,0
1,24.1914,1,27.7172,17,578.9219,0.0,0.05924,0.0,0.0,Dec,2,1,5,19,Returning_Visitor,False,0
4,227.8558,1,14.3647,83,1120.2911,0.0,0.010705,88.664305,0.0,Nov,4,2,1,3,Returning_Visitor,False,1
1,12.3813,1,89.3477,38,742.1761,0.0,0.001802,69.129023,0.0,Feb,8,1,1,1,Returning_Visitor,False,1
3,41.5046,0,0.0,7,756.1685,0.020952,0.05364,0.0,0.0,Aug,1,4,2,13,Returning_Visitor,False,0
2,13.7514,2,49.374,10,256.3623,0.035862,0.102706,0.0,0.0,Mar,3,1,8,8,New_Visitor,False,0
3,110.2835,1,41.4585,27,482.8374,0.002921,0.011806,40.977665,0.0,May,1,1,3,20,Returning_Visitor,False,0
0,0.0,1,8.4807,22,405.6359,0.015488,0.048815,188.588467,0.0,May,1,2,1,8,Returning_Visitor,False,1
3,53.3095,0,0.0,18,438.5891,0.026499,0.02179,29.249441,0.0,May,4,1,3,10,Returning_Visitor,False,1
0,0.0,0,0.0,10,111.9869,0.040928,0.077446,0.0,0.0,Feb,6,2,7,7,Returning_Visitor,False,0
1,13.9744,1,27.3549,42,641.5692,0.01829,0.042546,0.0,0.0,May,7,1,3,11,Returning_Visitor,False,0
2,8.0407,2,17.9388,23,780.4161,0.014801,0.046051,0.0,0.0,Feb,2,2,1,9,Returning_Visitor,False,0
1,19.1198,2,97.26,20,728.3323,0.015669,0.04191,0.0,0.0,Sep,3,1,9,2,Returning_Visitor,True,0
2,38.134,0,0.0,15,803.8184,0.039419,0.075233,0.0,0.0,Nov,1,3,8,12,Returning_Visitor,False,0
2,88.3987,0,0.0,7,288.6403,0.026925,0.078911,0.0,0.0,Dec,3,1,2,10,Returning_Visitor,False,0
1,26.012,0,0.0,7,90.6073,0.017646,0.063564,43.641823,0.0,May,1,7,6,4,Returning_Visitor,False,1
2,47.7448,1,19.5052,19,421.436,0.035298,0.060586,110.275506,0.0,May,1,1,2,9,New_Visitor,False,1
3,61.9467,0,0.0,26,2303.6569,0.0,0.046376,5.30808,0.0,Nov,8,1,1,5,Returning_Visitor,True,0
1,38.7723,1,20.3567,7,282.6971,0.048249,0.098855,0.0,0.0,Mar,1,1,2,2,Returning_Visitor,False,0
3,85.2212,0,0.0,17,746.9204,0.004814,0.039755,0.0,0.0,Dec,5,1,7,3,Returning_Visitor,True,0
1,14.5318,0,0.0,16,532.1679,0.028759,0.062984,2.906515,0.0,Oct,1,1,5,16,Returning_Visitor,True,0
0,0.0,1,14.5229,8,219.0612,0.052467,0.071101,0.0,0.2,May,4,1,9,6,Returning_Visitor,False,0
0,0.0,1,42.9725,13,583.0058,0.013778,0.083981,4.624883,0.0,Mar,6,2,5,10,Returning_Visitor,False,0
3,29.2108,1,13.8525,20,207.1317,0.019069,0.07154,5.328938,0.0,Feb,1,2,5,13,Returning_Visitor,True,0
2,26.194,0,0.0,8,190.3665,0.035925,0.071324,0.0,0.0,June,1,1,6,13,Returning_Visitor,False,0
2,12.3975,0,0.0,12,179.2375,0.027105,0.042035,43.815553,0.0,May,4,1,1,11,Returning_Visitor,True,1
1,14.7893,0,0.0,9,675.8199,0.032385,0.032953,0.0,0.0,Nov,1,1,4,7,Returning_Visitor,False,0
1,45.6634,0,0.0,9,192.8766,0.037711,0.087663,0.0,0.0,Sep,1,2,1,6,Returning_Visitor,True,0
